Target,ID,DateTime,Username,Tweet,,,,,,,,,
1,1467819650,Mon Apr 06 22:22:05 PDT 2009,antzpantz,@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... ,,,,,,,,,
1,1467819712,Mon Apr 06 22:22:06 PDT 2009,labrt2004,"Just checked my user timeline on my blackberry, it looks like the twanking is still happening  Are ppl still having probs w/ BGs and UIDs?",,,,,,,,,
1,1467819812,Mon Apr 06 22:22:07 PDT 2009,IrisJumbe,Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it ,,,,,,,,,
1,1467820206,Mon Apr 06 22:22:13 PDT 2009,peacoats,is strangely sad about LiLo and SamRo breaking up. ,,,,,,,,,
1,1467820835,Mon Apr 06 22:22:25 PDT 2009,cyantist,@tea oh! i'm so sorry  i didn't think about that before retweeting.,,,,,,,,,
1,1467820863,Mon Apr 06 22:22:23 PDT 2009,tautao,Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are ,,,,,,,,,
1,1467820906,Mon Apr 06 22:22:24 PDT 2009,voyage2k,"@localtweeps Wow, tons of replies from you, may have to unfollow so I can see my friends' tweets, you're scrolling the feed a lot. ",,,,,,,,,
1,1467821085,Mon Apr 06 22:22:26 PDT 2009,crzy_cdn_bulas,our duck and chicken are taking wayyy too long to hatch ,,,,,,,,,
1,1467821338,Mon Apr 06 22:22:30 PDT 2009,justnetgirl,"Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site. ",,,,,,,,,
1,1467821455,Mon Apr 06 22:22:32 PDT 2009,CiaraRenee,I need a hug ,,,,,,,,,
1,1467821715,Mon Apr 06 22:22:37 PDT 2009,deelau,"@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy! ",,,,,,,,,
1,1467822384,Mon Apr 06 22:22:47 PDT 2009,Lindsey0920,@oanhLove I hate when that happens... ,,,,,,,,,
1,1467822389,Mon Apr 06 22:22:47 PDT 2009,HybridMink,"I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmm",,,,,,,,,
1,1467822519,Mon Apr 06 22:22:49 PDT 2009,gzacher,Ugh....92 degrees tomorrow ,,,,,,,,,
1,1467822522,Mon Apr 06 22:22:49 PDT 2009,Jenn_L,Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.,,,,,,,,,
1,1467822687,Mon Apr 06 22:22:52 PDT 2009,xVivaLaJuicyx,"@BatManYNG I miss my ps3, it's out of commission  Wutcha playing? Have you copped 'Blood On The Sand'?",,,,,,,,,
1,1467822918,Mon Apr 06 22:22:55 PDT 2009,krbleyle,just leaving the parking lot of work! ,,,,,,,,,
1,1467823437,Mon Apr 06 22:23:03 PDT 2009,xpika,The Life is cool. But not for Me. ,,,,,,,,,
1,1467823770,Mon Apr 06 22:23:08 PDT 2009,Henkuyinepu,"Sadly though, I've never gotten to experience the post coitus cigarette before, and now I never will. ",,,,,,,,,
1,1467823851,Mon Apr 06 22:23:09 PDT 2009,ericg622,I had such a nice day. Too bad the rain comes in tomorrow at 5am ,,,,,,,,,
1,1467824199,Mon Apr 06 22:23:15 PDT 2009,adri_mane,@Starrbby too bad I won't be around I lost my job and can't even pay my phone bill lmao aw shucks ,,,,,,,,,
1,1467824664,Mon Apr 06 22:23:23 PDT 2009,a_mariepyt,Damm back to school tomorrow ,,,,,,,,,
1,1467824967,Mon Apr 06 22:23:28 PDT 2009,playboybacon,"Mo jobs, no money.  how in the hell is min wage here 4 f'n clams an hour?",,,,,,,,,
1,1467825003,Mon Apr 06 22:23:28 PDT 2009,leslierosales,@katortiz  Not forever... See you soon!,,,,,,,,,
1,1467825084,Mon Apr 06 22:23:30 PDT 2009,PresidentSnow,"@Lt_Algonquin agreed, I saw the failwhale allllll day today. ",,,,,,,,,
1,1467825411,Mon Apr 06 22:23:35 PDT 2009,michrod,@jdarter Oh! Haha... dude I dont really look at em unless someone says HEY I ADDED YOU. Sorry  I'm so terrible at that. I need a pop up!,,,,,,,,,
1,1467825642,Mon Apr 06 22:23:39 PDT 2009,timmelko,@ninjen I'm sure you're right...    I need to start working out with you and the Nikster... Or Jared at least!,,,,,,,,,
1,1467825863,Mon Apr 06 22:23:43 PDT 2009,BrookeAmanda,i really hate how people diss my bands!  Trace is clearly NOT ugly!,,,,,,,,,
1,1467825883,Mon Apr 06 22:23:43 PDT 2009,deelau,"Gym attire today was: Puma singlet, Adidas shorts.......and black business socks and leather shoes  Lucky did not run into any cute girls.",,,,,,,,,
1,1467826052,Mon Apr 06 22:23:45 PDT 2009,paulseverio,Why won't you show my location?!   http://twitpic.com/2y2es,,,,,,,,,
1,1467833672,Mon Apr 06 22:25:44 PDT 2009,iv3tte,No picnic  my phone smells like citrus.,,,,,,,,,
1,1467833690,Mon Apr 06 22:25:44 PDT 2009,fedunska,"@ashleyac My donkey is sensitive about such comments. Nevertheless, he'd (and me'd) be glad to see your mug asap. Charger is still awol. ",,,,,,,,,
1,1467833736,Mon Apr 06 22:25:45 PDT 2009,MagicalMason,No new csi tonight.  FML,,,,,,,,,
1,1467833799,Mon Apr 06 22:25:46 PDT 2009,kaelaaa,i think my arms are sore from tennis ,,,,,,,,,
1,1467834001,Mon Apr 06 22:25:49 PDT 2009,emo_holic,wonders why someone that u like so much can make you so unhappy in a split seccond . depressed . ,,,,,,,,,
1,1467834053,Mon Apr 06 22:25:52 PDT 2009,thelazyboy,sleep soon... i just hate saying bye and see you tomorrow for the night. ,,,,,,,,,
1,1467834227,Mon Apr 06 22:25:53 PDT 2009,driveaway2008,"@statravelAU just got ur newsletter, those fares really are unbelievable, shame I already booked and paid for mine ",,,,,,,,,
1,1467834239,Mon Apr 06 22:25:53 PDT 2009,mscha,missin' the boo ,,,,,,,,,
1,1467834265,Mon Apr 06 22:25:54 PDT 2009,mike_webster_au,@markhardy1974 Me too  #itm,,,,,,,,,
1,1467834284,Mon Apr 06 22:25:54 PDT 2009,basiabeans,Damn... I don't have any chalk! MY CHALKBOARD IS USELESS ,,,,,,,,,
1,1467834400,Mon Apr 06 22:25:56 PDT 2009,calihonda2001,"had a blast at the Getty Villa, but hates that she's had a sore throat all day. It's just getting worse too ",,,,,,,,,
1,1467834817,Mon Apr 06 22:26:02 PDT 2009,djwayneski,@msdrama hey missed ya at the meeting  sup mama,,,,,,,,,
1,1467835085,Mon Apr 06 22:26:06 PDT 2009,Ceejison,"My tummy hurts.  I wonder if the hypnosis has anything to do with it? If so, it's working, I get it, STOP SMOKING!!!",,,,,,,,,
1,1467835198,Mon Apr 06 22:26:08 PDT 2009,ItsBrigittaYo,why is it always the fat ones?! ,,,,,,,,,
1,1467835305,Mon Apr 06 22:26:10 PDT 2009,MissLaura317,"@januarycrimson Sorry, babe!!  My fam annoys me too. Thankfully, they're asleep right now. Muahaha. *evil laugh*",,,,,,,,,
1,1467835345,Mon Apr 06 22:26:10 PDT 2009,RU_it_girl,@Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad ,,,,,,,,,
1,1467835577,Mon Apr 06 22:26:14 PDT 2009,viviana09,wednesday my b-day! don't know what 2 do!! ,,,,,,,,,
1,1467835880,Mon Apr 06 22:26:18 PDT 2009,disneyfan4eva,Poor cameron (the hills) ,,,,,,,,,
1,1467836024,Mon Apr 06 22:26:21 PDT 2009,RoseMaryK,"pray for me please, the ex is threatening to start sh** at my/our babies 1st Birthday party. what a jerk. and I still have a headache ",,,,,,,,,
1,1467836111,Mon Apr 06 22:26:22 PDT 2009,perrohunter,"@makeherfamous hmm  , do u really enjoy being with him ? if the problems are too constants u should think things more , find someone ulike",,,,,,,,,
1,1467836448,Mon Apr 06 22:26:27 PDT 2009,Dogbook,Strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435,,,,,,,,,
1,1467836500,Mon Apr 06 22:26:28 PDT 2009,natalieantipas,"so rylee,grace...wana go steve's party or not?? SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH  BUT OHH WELL.....",,,,,,,,,
1,1467836576,Mon Apr 06 22:26:29 PDT 2009,timdonnelly,"hey, I actually won one of my bracket pools! Too bad it wasn't the one for money ",,,,,,,,,
1,1467836583,Mon Apr 06 22:26:29 PDT 2009,homeworld,"@stark YOU don't follow me, either  and i work for you!",,,,,,,,,
1,1467836859,Mon Apr 06 22:26:33 PDT 2009,willy_chaz,A bad nite for the favorite teams: Astros and Spartans lose.  The nite out with T.W. was good.,,,,,,,,,
1,1467836873,Mon Apr 06 22:26:33 PDT 2009,LeakySpoon, Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji,,,,,,,,,
1,1467837189,Mon Apr 06 22:26:38 PDT 2009,cityrat59,"@mangaaa I hope they will increase the capacity fast, yesterday was such a pain. Got the fail whale +15 times in 2 hours.... ",,,,,,,,,
1,1467837384,Mon Apr 06 22:26:42 PDT 2009,kenandise,Behind on my classes for work ,,,,,,,,,
1,1467837470,Mon Apr 06 22:26:43 PDT 2009,annette414,watching &quot,House&quot, ,,,,,,,
1,1467837579,Mon Apr 06 22:26:45 PDT 2009,blackheartbunny,@kpreyes Remember my bum leg? Strikes back this time its serious ,,,,,,,,,
1,1467837602,Mon Apr 06 22:26:45 PDT 2009,GetGary,"@paradisej cool, i will. their are all kinds of complaints about this laptop online about overheating, but no recalls ",,,,,,,,,
1,1467837762,Mon Apr 06 22:26:48 PDT 2009,Dogbook,Emily will be glad when Mommy is done training at her new job. She misses her.  http://apps.facebook.com/dogbook/profile/view/6176014,,,,,,,,,
1,1467837819,Mon Apr 06 22:26:49 PDT 2009,SimoniNicole,would rather the first party send bad messages than the 3rd party send mixed ones  Sophmore year all over again?,,,,,,,,,
1,1467837888,Mon Apr 06 22:26:52 PDT 2009,wireandroses,@Henkuyinepu it's overrated ,,,,,,,,,
1,1467838188,Mon Apr 06 22:26:54 PDT 2009,jess_higley,@marykatherine_q i know! I heard it this afternoon and wondered the same thing. Moscow is so behind the times ,,,,,,,,,
1,1467838189,Mon Apr 06 22:26:54 PDT 2009,missannabanana,laying in bed with no voice.. ,,,,,,,,,
1,1467838362,Mon Apr 06 22:26:57 PDT 2009,Zella17,I'm sooo sad!!! they killed off Kutner on House  whyyyyyyyy,,,,,,,,,
1,1467838419,Mon Apr 06 22:27:00 PDT 2009,polarna10,@jacobsummers Sorry  tell them mea culpa from me and that I really am sorry.,,,,,,,,,
1,1467838433,Mon Apr 06 22:26:58 PDT 2009,megan_rice,"@Alliana07 it didn't make any sense to me, the suicide thing. I refuse to believe that that is actually what happened. ",,,,,,,,,
1,1467838630,Mon Apr 06 22:27:02 PDT 2009,ashleyirvin,@salancaster  hope your ok.,,,,,,,,,
1,1467839007,Mon Apr 06 22:27:08 PDT 2009,eyezup,@mercedesashley Damn! The grind is inspirational and saddening at the same time.  Don't want you to stop cuz I like what u do! Much love,,,,,,,,,
1,1467839405,Mon Apr 06 22:27:15 PDT 2009,Jonas_Dreamgirl,@HibaNick yeah aw but i know i wudnt stand a chance ,,,,,,,,,
1,1467839450,Mon Apr 06 22:27:16 PDT 2009,BreannaBonana,ugh. cant sleep. its 1:30am. ,,,,,,,,,
1,1467839477,Mon Apr 06 22:27:16 PDT 2009,becklyn13,Hanging in Crooners. Wanna sing. Can't. Sucks. ,,,,,,,,,
1,1467839586,Mon Apr 06 22:27:18 PDT 2009,sonyolmos,@eRRe_sC aaw i miss ya all too.. im leaving to BH tomorrow &quot,morning&quot, i think.. aww i wanna go to the beach w u girls!! ,,,,,,,
1,1467839737,Mon Apr 06 22:27:21 PDT 2009,JenBah,Is pissed off that there's no ASBA's for a radio station. ,,,,,,,,,
1,1467839816,Mon Apr 06 22:27:22 PDT 2009,viviana09,wednesday my b-day n don't know what 2 do!  ,,,,,,,,,
1,1467840016,Mon Apr 06 22:27:25 PDT 2009,BustaBusta,I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good. ,,,,,,,,,
1,1467840386,Mon Apr 06 22:27:31 PDT 2009,MadameCrow,I am in pain. My back and sides hurt. Not to mention crying is made of fail. ,,,,,,,,,
1,1467840552,Mon Apr 06 22:27:34 PDT 2009,weefranniev,"Late night snack, glass of OJ b/c I'm &quot;down with the sickness&quot;, then back to sleep...ugh I hate getting sick... ",,,,,,,,,
1,1467840629,Mon Apr 06 22:27:35 PDT 2009,ikimmyy,@allyheman but.. but.. but.. I'm not a big fan on camilla belle ,,,,,,,,,
1,1467841189,Mon Apr 06 22:27:45 PDT 2009,yolie81,"@grum WAH I can't see clip, must be el-stupido work filters. Can't wait 'till I get a 'puter. Something else 2 blame ex 4. He broke mine ",,,,,,,,,
1,1467841204,Mon Apr 06 22:27:45 PDT 2009,spacks,This week just seems to get longer and longer in terms of how much I need to do.. and how much I'm actually going to get done ,,,,,,,,,
1,1467841832,Mon Apr 06 22:27:55 PDT 2009,bgoers,I'm so cold ,,,,,,,,,
1,1467841885,Mon Apr 06 22:27:56 PDT 2009,MissPassion,@thecoolestout Ehhh don't. Weather's gonna take a turn for the ugly tomorrow ,,,,,,,,,
1,1467841897,Mon Apr 06 22:27:56 PDT 2009,aaronrothe,@chelserlynn haha its so cooooold in the d! and no  but you should still go to the show. they do some incredible stuff,,,,,,,,,
1,1467841969,Mon Apr 06 22:27:57 PDT 2009,ilikeoreos,Hoping the tummy rumbles go away soon ,,,,,,,,,
1,1467842107,Mon Apr 06 22:28:02 PDT 2009,wiccabuffy,"@Knights_ No, no notice. They told me I'd be working tomorrow, and then I called the agency to follow up and they said it was over. ",,,,,,,,,
1,1467842299,Mon Apr 06 22:28:03 PDT 2009,HiKeri,almost bedtime ,,,,,,,,,
1,1467842377,Mon Apr 06 22:28:04 PDT 2009,bnr0201,I'm missing you babe..  but as long as your alive I'm happy.. Yawwwnn.. I'm tired my love imma try to sleep hopefully you had a headstart,,,,,,,,,
1,1467842448,Mon Apr 06 22:28:05 PDT 2009,R_Boucher,Agh...snow!!! ,,,,,,,,,
1,1467842568,Mon Apr 06 22:28:07 PDT 2009,josiahmcdermott,i miss kenny powers ,,,,,,,,,
1,1467842607,Mon Apr 06 22:28:09 PDT 2009,VanessaSingline,"@BridgetsBeaches Thank you for letting people know, but now I'm sad that the direct message I got wasn't actually from Bridget ",,,,,,,,,
1,1467842832,Mon Apr 06 22:28:11 PDT 2009,varunkumar,"...and, India missed out its 100th Test victory n 10th consecutive win without a loss. ",,,,,,,,,
1,1467842837,Mon Apr 06 22:28:11 PDT 2009,JenniOnTheBlock,@JonathanRKnight I guess that's a no then. ,,,,,,,,,
1,1467843075,Mon Apr 06 22:28:15 PDT 2009,darkninja757,sadly is going to bed. ,,,,,,,,,
1,1467843215,Mon Apr 06 22:28:18 PDT 2009,mikecogh,@ozesteph1992 Shame to hear this Stephan ,,,,,,,,,
1,1467843470,Mon Apr 06 22:28:21 PDT 2009,KandiConnection,@mrsaintnick hey! i'm leavin in the morning... ,,,,,,,,,
1,1467843568,Mon Apr 06 22:28:23 PDT 2009,joechummer,"Was intending to finish editing my 536-page novel manuscript tonight, but that will probably not happen. And only 12 pages are left ",,,,,,,,,
1,1467843624,Mon Apr 06 22:28:24 PDT 2009,kellireneez,laid around too much today... now my head hurts ,,,,,,,,,
1,1467843647,Mon Apr 06 22:28:24 PDT 2009,treehugger25,@twista202 I still haven't read the 9th&amp,10th Princess diaries  Saving Francesca made me cry at the end. Hmm those are easy books.,,,,,,,,
1,1467843734,Mon Apr 06 22:28:26 PDT 2009,chatpataa,my nokia 1110 died..  ,,,,,,,,,
1,1467843740,Mon Apr 06 22:28:26 PDT 2009,ThisStoutjunt,My mom might have breast cancer won't find out anything for. Like a week I'm so worried! ,,,,,,,,,
1,1467844097,Mon Apr 06 22:28:33 PDT 2009,sew_cute,Going to sleep. Hoping tomorrow is a better day. ,,,,,,,,,
1,1467844140,Mon Apr 06 22:28:32 PDT 2009,Twokids1,@rumblepurr lol.. wish they understood daylight savings has ended though and breakfast is an hour later  They keep waking the kids up too,,,,,,,,,
1,1467844157,Mon Apr 06 22:28:32 PDT 2009,AKyarnie,@onemoreproject that is lame ,,,,,,,,,
1,1467844505,Mon Apr 06 22:28:38 PDT 2009,luimoral85,I don't understand... I really don't ,,,,,,,,,
1,1467844540,Mon Apr 06 22:28:38 PDT 2009,ceironous,HEROES just isn't doing it for me this season... ,,,,,,,,,
1,1467844907,Mon Apr 06 22:28:45 PDT 2009,brandonmcb,Living not downtown sure isn't much fun.  ,,,,,,,,,
1,1467845095,Mon Apr 06 22:28:48 PDT 2009,mannyrique,@jonathanchard Not calorie wise   I wish junk food was calorie free! I ate a thing of sour skittles and a big ass cherry coke!,,,,,,,,,
1,1467845157,Mon Apr 06 22:28:51 PDT 2009,styletrain,Man Work is Hard ,,,,,,,,,
1,1467852031,Mon Apr 06 22:30:34 PDT 2009,kscud,"getting sick  time for some hot tea, studying, and then sleeeep",,,,,,,,,
1,1467852067,Mon Apr 06 22:30:34 PDT 2009,kirstenj0y,Getting eyebrows waxed. More pain ,,,,,,,,,
1,1467852789,Mon Apr 06 22:30:45 PDT 2009,marculus,No phantasy star yesterday  going to work...,,,,,,,,,
1,1467853135,Mon Apr 06 22:30:50 PDT 2009,andrewofthediaz,Oh - Just got all my MacHeist 3.0 apps - sweet. Didn't get the Espresso serial no though although they said they sent it - oh well ,,,,,,,,,
1,1467853356,Mon Apr 06 22:30:54 PDT 2009,dbmendel,Picked Mich St to win it all from the get go.  Was feeling pretty good about that pick all the way up until......tonight.  A's lost too ,,,,,,,,,
1,1467853431,Mon Apr 06 22:30:55 PDT 2009,erks,is alone downstairs...working ,,,,,,,,,
1,1467853479,Mon Apr 06 22:30:56 PDT 2009,ringleaderkanon,I feel bad for doing it ,,,,,,,,,
1,1467854062,Mon Apr 06 22:31:05 PDT 2009,babibabs,"@RyanSeacrest is it just me, or she hates anoop. i mean seriously, she's kinda mean to him. ",,,,,,,,,
1,1467854345,Mon Apr 06 22:31:09 PDT 2009,ace587,@pinkserendipity yes sprint has 4g only in baltimore and chicago so far ,,,,,,,,,
1,1467854706,Mon Apr 06 22:31:15 PDT 2009,ktribb80,I'm stuck awake in the middle of the night for the second day in a row. And I felt terrible yesterday. ,,,,,,,,,
1,1467854917,Mon Apr 06 22:31:18 PDT 2009,OliviaFox,Thanks for bursting my bubble ,,,,,,,,,
1,1467855673,Mon Apr 06 22:31:29 PDT 2009,IluvJoelMadden,Going to school soon... can't find anything to wear!! gosh it's so hard ,,,,,,,,,
1,1467855812,Mon Apr 06 22:31:31 PDT 2009,easyausguy,@marieclr I was serious  LOL,,,,,,,,,
1,1467855981,Mon Apr 06 22:31:37 PDT 2009,Hollywood_Trey,@naughtyhaughty I had on my page for sooooo long!!! Until it got deleted  Sad day in history,,,,,,,,,
1,1467856044,Mon Apr 06 22:31:35 PDT 2009,EcoTravelTV,Crazy wind today = no birding  http://ff.im/1XTTi,,,,,,,,,
1,1467856352,Mon Apr 06 22:31:40 PDT 2009,AshaleaMay,currently at work.. ,,,,,,,,,
1,1467856426,Mon Apr 06 22:31:41 PDT 2009,AthenaA42,Grrr.. my ipods acting weird too! Jai ho and thinking of you aren't playing the full songs.. ughh. ,,,,,,,,,
1,1467856497,Mon Apr 06 22:31:43 PDT 2009,Missy__,@penndbad send me the DVD cos I have missed out on heaps  NOT happy about that!,,,,,,,,,
1,1467856632,Mon Apr 06 22:31:45 PDT 2009,BrettFair,i don't see the big deal with this website ,,,,,,,,,
1,1467856821,Mon Apr 06 22:31:48 PDT 2009,mydwynter,@machineplay I'm so sorry you're having to go through this. Again.  #therapyfail,,,,,,,,,
1,1467856919,Mon Apr 06 22:31:50 PDT 2009,jhenkens,@ColinDeMar Far too out of the way for rail.  any other tips?,,,,,,,,,
1,1467857221,Mon Apr 06 22:31:54 PDT 2009,sarah_katie,I'm not still up I swear. Why do I keep losing. gaining. losing. gaining. tweeps?  So heart wrenching.,,,,,,,,,
1,1467857297,Mon Apr 06 22:31:56 PDT 2009,amanda5280,"Today I realized I am too good at hiding things, even I can't find it ",,,,,,,,,
1,1467857378,Mon Apr 06 22:31:57 PDT 2009,Shabbybebe,"Staying at a friends house...house sitting, neighbors are SO loud-having a party ",,,,,,,,,
1,1467857511,Mon Apr 06 22:31:59 PDT 2009,fatkat309,@dannyvegasbaby danny im upset that i wasnt here to watch the live chat  i was in a car. for 3 hours on a trip im soooo upset!!,,,,,,,,,
1,1467857722,Mon Apr 06 22:32:02 PDT 2009,blackheartbunny,Check out my mug  http://www.erika-obscura.blogspot.com,,,,,,,,,
1,1467857975,Mon Apr 06 22:32:06 PDT 2009,szrhnds602,Borders closed at 10 ,,,,,,,,,
1,1467858363,Mon Apr 06 22:32:12 PDT 2009,schammy,Downloading NIN's new album &quot,the slip&quot, - when the hell did this come out? I'm so behind the times these days ,,,,,,,
